14.10.22 21:15
Статистика проєкту

                      	Сегментів	  Слів	Символів без пробілів	Символів із пробілами	Кількість файлів	
Загалом:              	    71937	520590	              2784969	              3235680	             891	
Залишилося:           	    71914	520347	              2783506	              3233996	             889	
Унікальних:           	    63928	491225	              2627282	              3056532	             878	
Залишилося унікальних:	    63905	490982	              2625819	              3054848	             876	


Статистика за окремими файлами:

Назва файлу                                                                                	Загалом сегментів	Залишилося сегментів	Унікальних сегментів	Залишилося унікальних сегментів	Загалом слів	Залишилося слів	Слів в унікальних сегментах	Залишилося слів в унікальних сегментах	Загалом символів без пробілів	Залишилося символів без пробілів	Символів без пробілів в унікальних сегментах	Залишилося символів без пробілів в унікальних сегментах	Загалом символів із пробілами	Залишилося символів із пробілами	Символів із пробілами в унікальних сегментах	Залишилося символів із пробілами в унікальних сегментах	
Scripts/Content/Story/Dialoge/Endgame/DIA_VLK_15000_Volker_Q602.d.json                     	              130	                 130	                 120	                            120	        1061	           1061	                       1010	                                  1010	                         5617	                            5617	                                        5366	                                                   5366	                         6557	                            6557	                                        6264	                                                   6264	
Scripts/Content/Story/Dialoge/Endgame/DIA_VLK_30000_Matey_Q602.d.json                      	               12	                  12	                  11	                             11	          91	             91	                         88	                                    88	                          452	                             452	                                         441	                                                    441	                          531	                             531	                                         518	                                                    518	
Scripts/Content/Story/Dialoge/Endgame/DIA_VLK_30020_Hershlik_Q602.d.json                   	                1	                   1	                   1	                              1	           3	              3	                          3	                                     3	                           24	                              24	                                          24	                                                     24	                           26	                              26	                                          26	                                                     26	
Scripts/Content/Story/Dialoge/Endgame/DIA_VLK_3004_Ludwig_Q602.d.json                      	               28	                  28	                  22	                             22	         220	            220	                        207	                                   207	                         1094	                            1094	                                        1022	                                                   1022	                         1286	                            1286	                                        1207	                                                   1207	
Scripts/Content/Story/Dialoge/Endgame/DIA_VLK_61270_Kuno_Q602.d.json                       	               10	                  10	                   6	                              6	          40	             40	                         29	                                    29	                          214	                             214	                                         160	                                                    160	                          244	                             244	                                         183	                                                    183	
Scripts/Content/Story/Dialoge/Endgame/DIA_VLK_6400_Alfred_Q602.d.json                      	               36	                  36	                  29	                             29	         286	            286	                        265	                                   265	                         1444	                            1444	                                        1334	                                                   1334	                         1696	                            1696	                                        1572	                                                   1572	
Scripts/Content/Story/Dialoge/Endgame/DIA_VLK_6407_Ramha_Q602.d.json                       	                4	                   4	                   4	                              4	          17	             17	                         17	                                    17	                           78	                              78	                                          78	                                                     78	                           91	                              91	                                          91	                                                     91	
Scripts/Content/Story/Dialoge/Endgame/DIA_VLK_6424_Ludlof_Q602.d.json                      	               19	                  19	                  17	                             17	         132	            132	                        116	                                   116	                          631	                             631	                                         548	                                                    548	                          744	                             744	                                         647	                                                    647	
Scripts/Content/Story/Dialoge/Part1/DIA_NONE_13522_Fisherman.d.json                        	                9	                   9	                   8	                              8	          70	             70	                         65	                                    65	                          367	                             367	                                         347	                                                    347	                          428	                             428	                                         404	                                                    404	
Scripts/Content/Story/Dialoge/Part1/DIA_NONE_13854_AngryFisher.d.json                      	               23	                  23	                  17	                             17	         103	            103	                         91	                                    91	                          466	                             466	                                         408	                                                    408	                          546	                             546	                                         482	                                                    482	
Scripts/Content/Story/Dialoge/Part1/DIA_NONE_6258_Thug.d.json                              	               32	                  32	                  27	                             27	         203	            203	                        195	                                   195	                          999	                             999	                                         962	                                                    962	                         1170	                            1170	                                        1130	                                                   1130	
Scripts/Content/Story/Dialoge/Part1/DIA_NONE_7003_Nizar.d.json                             	               10	                  10	                   9	                              9	          56	             56	                         55	                                    55	                          303	                             303	                                         295	                                                    295	                          349	                             349	                                         341	                                                    341	
Scripts/Content/Story/Dialoge/Part1/DIA_OUT_6373_Duncan.d.json                             	               35	                  35	                  32	                             32	         322	            322	                        316	                                   316	                         1618	                            1618	                                        1579	                                                   1579	                         1905	                            1905	                                        1863	                                                   1863	
Scripts/Content/Story/Dialoge/Part10/DIA_MIL_11130_Lewko.d.json                            	              181	                 181	                 163	                            163	        1258	           1258	                       1218	                                  1218	                         6642	                            6642	                                        6428	                                                   6428	                         7726	                            7726	                                        7490	                                                   7490	
Scripts/Content/Story/Dialoge/Part10/DIA_MIL_11131_Elvart.d.json                           	               46	                  46	                  43	                             43	         334	            334	                        328	                                   328	                         1720	                            1720	                                        1686	                                                   1686	                         2008	                            2008	                                        1971	                                                   1971	
Scripts/Content/Story/Dialoge/Part10/DIA_MIL_11132_GuardMine.d.json                        	                9	                   9	                   6	                              6	          51	             51	                         46	                                    46	                          273	                             273	                                         248	                                                    248	                          315	                             315	                                         288	                                                    288	
Scripts/Content/Story/Dialoge/Part10/DIA_MIL_11142_Militia.d.json                          	                2	                   2	                   2	                              2	          13	             13	                         13	                                    13	                           46	                              46	                                          46	                                                     46	                           57	                              57	                                          57	                                                     57	
Scripts/Content/Story/Dialoge/Part10/DIA_MIL_11143_StockGuard.d.json                       	                6	                   6	                   5	                              5	          11	             11	                         10	                                    10	                           77	                              77	                                          70	                                                     70	                           82	                              82	                                          75	                                                     75	
Scripts/Content/Story/Dialoge/Part10/DIA_NONE_11133_Malen.d.json                           	              181	                 181	                 156	                            156	        1258	           1258	                       1210	                                  1210	                         6405	                            6405	                                        6156	                                                   6156	                         7485	                            7485	                                        7213	                                                   7213	
Scripts/Content/Story/Dialoge/Part10/DIA_NONE_11136_Refir.d.json                           	               81	                  81	                  73	                             73	         646	            646	                        629	                                   629	                         3410	                            3410	                                        3306	                                                   3306	                         3978	                            3978	                                        3865	                                                   3865	
Scripts/Content/Story/Dialoge/Part10/DIA_NONE_11137_Neral.d.json                           	               40	                  40	                  34	                             34	         301	            301	                        287	                                   287	                         1563	                            1563	                                        1495	                                                   1495	                         1825	                            1825	                                        1749	                                                   1749	
Scripts/Content/Story/Dialoge/Part10/DIA_NONE_13325_Trader.d.json                          	                4	                   4	                   3	                              3	          25	             25	                         23	                                    23	                          127	                             127	                                         112	                                                    112	                          148	                             148	                                         132	                                                    132	
Scripts/Content/Story/Dialoge/Part10/DIA_NONE_13338_OldMan.d.json                          	                3	                   3	                   3	                              3	          11	             11	                         11	                                    11	                           45	                              45	                                          45	                                                     45	                           53	                              53	                                          53	                                                     53	
Scripts/Content/Story/Dialoge/Part10/DIA_SLD_11139_FASTTRAVEL.d.json                       	               19	                  19	                  17	                             17	         134	            134	                        130	                                   130	                          672	                             672	                                         660	                                                    660	                          787	                             787	                                         773	                                                    773	
Scripts/Content/Story/Dialoge/Part11/DIA_BAU_2241_Knut.d.json                              	              216	                 216	                 193	                            193	        1582	           1582	                       1520	                                  1520	                         8090	                            8090	                                        7727	                                                   7727	                         9461	                            9461	                                        9059	                                                   9059	
Scripts/Content/Story/Dialoge/Part11/DIA_BAU_2251_Gerd.d.json                              	               42	                  42	                  34	                             34	         304	            304	                        286	                                   286	                         1557	                            1557	                                        1454	                                                   1454	                         1819	                            1819	                                        1706	                                                   1706	
Scripts/Content/Story/Dialoge/Part11/DIA_BAU_2252_Elias.d.json                             	               51	                  51	                  46	                             46	         420	            420	                        408	                                   408	                         2205	                            2205	                                        2147	                                                   2147	                         2577	                            2577	                                        2512	                                                   2512	
Scripts/Content/Story/Dialoge/Part11/DIA_BAU_2276_Glynn.d.json                             	               11	                  11	                  11	                             11	          98	             98	                         98	                                    98	                          471	                             471	                                         471	                                                    471	                          558	                             558	                                         558	                                                    558	
Scripts/Content/Story/Dialoge/Part11/DIA_BAU_2277_Lowell.d.json                            	               67	                  67	                  59	                             59	         489	            489	                        472	                                   472	                         2435	                            2435	                                        2343	                                                   2343	                         2858	                            2858	                                        2757	                                                   2757	
Scripts/Content/Story/Dialoge/Part11/DIA_BAU_6292_Helmud.d.json                            	              101	                 101	                  82	                             82	         739	            739	                        697	                                   697	                         3880	                            3880	                                        3649	                                                   3649	                         4521	                            4521	                                        4267	                                                   4267	
Scripts/Content/Story/Dialoge/Part11/DIA_DJG_13329_Tonan.d.json                            	              150	                 150	                 134	                            134	         906	            906	                        867	                                   867	                         4523	                            4523	                                        4339	                                                   4339	                         5281	                            5281	                                        5074	                                                   5074	
Scripts/Content/Story/Dialoge/Part11/DIA_NONE_10024_Fane.d.json                            	               62	                  62	                  55	                             55	         385	            385	                        367	                                   367	                         2000	                            2000	                                        1919	                                                   1919	                         2325	                            2325	                                        2233	                                                   2233	
Scripts/Content/Story/Dialoge/Part11/DIA_NONE_13410_Traveler.d.json                        	                8	                   8	                   6	                              6	          35	             35	                         31	                                    31	                          162	                             162	                                         143	                                                    143	                          189	                             189	                                         168	                                                    168	
Scripts/Content/Story/Dialoge/Part11/DIA_NONE_13612_CreepyTrader.d.json                    	               16	                  16	                  12	                             12	          53	             53	                         43	                                    43	                          309	                             309	                                         259	                                                    259	                          346	                             346	                                         290	                                                    290	
Scripts/Content/Story/Dialoge/Part11/DIA_NONE_13613_Stranger.d.json                        	                7	                   7	                   6	                              6	          39	             39	                         38	                                    38	                          201	                             201	                                         189	                                                    189	                          233	                             233	                                         221	                                                    221	
Scripts/Content/Story/Dialoge/Part11/DIA_VLK_13409_Girl.d.json                             	                1	                   1	                   1	                              1	           7	              7	                          7	                                     7	                           43	                              43	                                          43	                                                     43	                           49	                              49	                                          49	                                                     49	
Scripts/Content/Story/Dialoge/Part12/DIA_BAU_11051_Farmer_QA301.d.json                     	                2	                   2	                   2	                              2	           9	              9	                          9	                                     9	                           41	                              41	                                          41	                                                     41	                           48	                              48	                                          48	                                                     48	
Scripts/Content/Story/Dialoge/Part12/DIA_BAU_11052_Farmer_QA301.d.json                     	                2	                   2	                   1	                              1	           5	              5	                          3	                                     3	                           23	                              23	                                          12	                                                     12	                           26	                              26	                                          14	                                                     14	
Scripts/Content/Story/Dialoge/Part12/DIA_BAU_11053_Farmer_QA301.d.json                     	                1	                   1	                   0	                              0	           4	              4	                          0	                                     0	                           19	                              19	                                           0	                                                      0	                           22	                              22	                                           0	                                                      0	
Scripts/Content/Story/Dialoge/Part12/DIA_BAU_13761_Edmund.d.json                           	               15	                  15	                  12	                             12	          72	             72	                         64	                                    64	                          335	                             335	                                         292	                                                    292	                          392	                             392	                                         344	                                                    344	
Scripts/Content/Story/Dialoge/Part12/DIA_NONE_11049_WoodCutter.d.json                      	                9	                   9	                   9	                              9	         100	            100	                        100	                                   100	                          510	                             510	                                         510	                                                    510	                          601	                             601	                                         601	                                                    601	
Scripts/Content/Story/Dialoge/Part12/DIA_NONE_6262_Carden.d.json                           	              166	                 166	                 147	                            147	        1405	           1405	                       1325	                                  1325	                         7212	                            7212	                                        6796	                                                   6796	                         8456	                            8456	                                        7979	                                                   7979	
Scripts/Content/Story/Dialoge/Part12/DIA_SLD_11054_Araxos_QA301.d.json                     	               14	                  14	                  12	                             12	          86	             86	                         82	                                    82	                          474	                             474	                                         452	                                                    452	                          546	                             546	                                         522	                                                    522	
Scripts/Content/Story/Dialoge/Part12/DIA_SLD_11055_Araxos_QA301.d.json                     	               10	                  10	                   5	                              5	          48	             48	                         23	                                    23	                          295	                             295	                                         134	                                                    134	                          333	                             333	                                         152	                                                    152	
Scripts/Content/Story/Dialoge/Part12/DIA_SLD_11056_Griz.d.json                             	               63	                  63	                  51	                             51	         356	            356	                        334	                                   334	                         1760	                            1760	                                        1642	                                                   1642	                         2053	                            2053	                                        1925	                                                   1925	
Scripts/Content/Story/Dialoge/Part14/DIA_NONE_11059_Murphy.d.json                          	               12	                  12	                  10	                             10	          70	             70	                         65	                                    65	                          326	                             326	                                         302	                                                    302	                          384	                             384	                                         357	                                                    357	
Scripts/Content/Story/Dialoge/Part14/DIA_NONE_13360_Castaway.d.json                        	               26	                  26	                  24	                             24	         125	            125	                        122	                                   122	                          643	                             643	                                         623	                                                    623	                          742	                             742	                                         721	                                                    721	
Scripts/Content/Story/Dialoge/Part14/DIA_NONE_6334_Herdis.d.json                           	              142	                 142	                 123	                            123	         843	            843	                        799	                                   799	                         4148	                            4148	                                        3892	                                                   3892	                         4850	                            4850	                                        4569	                                                   4569	
Scripts/Content/Story/Dialoge/Part14/DIA_NONE_6335_Millie.d.json                           	               37	                  37	                  32	                             32	         266	            266	                        254	                                   254	                         1252	                            1252	                                        1196	                                                   1196	                         1481	                            1481	                                        1418	                                                   1418	
Scripts/Content/Story/Dialoge/Part15/DIA_BAU_11044_ROLF.d.json                             	               39	                  39	                  36	                             36	         213	            213	                        207	                                   207	                         1176	                            1176	                                        1141	                                                   1141	                         1350	                            1350	                                        1312	                                                   1312	
Scripts/Content/Story/Dialoge/Part15/DIA_BAU_13493_FakeFarmer.d.json                       	                2	                   2	                   1	                              1	           7	              7	                          4	                                     4	                           40	                              40	                                          29	                                                     29	                           45	                              45	                                          32	                                                     32	
Scripts/Content/Story/Dialoge/Part15/DIA_BAU_13755_Nek.d.json                              	               32	                  32	                  31	                             31	         241	            241	                        237	                                   237	                         1166	                            1166	                                        1139	                                                   1139	                         1375	                            1375	                                        1345	                                                   1345	
Scripts/Content/Story/Dialoge/Part15/DIA_BAU_2279_Nirko.d.json                             	               43	                  43	                  34	                             34	         270	            270	                        246	                                   246	                         1303	                            1303	                                        1183	                                                   1183	                         1530	                            1530	                                        1395	                                                   1395	
Scripts/Content/Story/Dialoge/Part15/DIA_BAU_6285_Gaspar.d.json                            	              132	                 132	                 117	                            117	        1060	           1060	                       1026	                                  1026	                         5532	                            5532	                                        5365	                                                   5365	                         6465	                            6465	                                        6279	                                                   6279	
Scripts/Content/Story/Dialoge/Part15/DIA_BAU_6286_Soren.d.json                             	              128	                 128	                 118	                            118	         962	            962	                        924	                                   924	                         4887	                            4887	                                        4713	                                                   4713	                         5725	                            5725	                                        5523	                                                   5523	
Scripts/Content/Story/Dialoge/Part15/DIA_BAU_6287_Gonzalo.d.json                           	              170	                 170	                 159	                            159	        1199	           1199	                       1168	                                  1168	                         5994	                            5994	                                        5842	                                                   5842	                         7024	                            7024	                                        6852	                                                   6852	
Scripts/Content/Story/Dialoge/Part15/DIA_BDT_13313_Bandit.d.json                           	                8	                   8	                   7	                              7	          46	             46	                         44	                                    44	                          200	                             200	                                         190	                                                    190	                          238	                             238	                                         227	                                                    227	
Scripts/Content/Story/Dialoge/Part15/DIA_MIL_4028_KLAUS.d.json                             	               34	                  34	                  31	                             31	         228	            228	                        219	                                   219	                         1241	                            1241	                                        1203	                                                   1203	                         1435	                            1435	                                        1391	                                                   1391	
Scripts/Content/Story/Dialoge/Part15/DIA_MIL_4029_JOHAN.d.json                             	               70	                  70	                  57	                             57	         488	            488	                        439	                                   439	                         2553	                            2553	                                        2291	                                                   2291	                         2971	                            2971	                                        2673	                                                   2673	
Scripts/Content/Story/Dialoge/Part15/DIA_NONE_13753_EnigmaticWanderer.d.json               	               19	                  19	                  17	                             17	         110	            110	                        104	                                   104	                          558	                             558	                                         529	                                                    529	                          650	                             650	                                         617	                                                    617	
Scripts/Content/Story/Dialoge/Part15/DIA_NONE_13754_Boles.d.json                           	               41	                  41	                  29	                             29	         226	            226	                        199	                                   199	                         1241	                            1241	                                        1103	                                                   1103	                         1426	                            1426	                                        1273	                                                   1273	
Scripts/Content/Story/Dialoge/Part16/DIA_BAU_10028_Nelson.d.json                           	              170	                 170	                 123	                            123	        1199	           1199	                        983	                                   983	                         6052	                            6052	                                        4931	                                                   4931	                         7082	                            7082	                                        5792	                                                   5792	
Scripts/Content/Story/Dialoge/Part16/DIA_BAU_10029_Gaston.d.json                           	              151	                 151	                 130	                            130	        1146	           1146	                       1057	                                  1057	                         5979	                            5979	                                        5506	                                                   5506	                         6977	                            6977	                                        6436	                                                   6436	
Scripts/Content/Story/Dialoge/Part16/DIA_BAU_16005_Foral.d.json                            	               14	                  14	                  13	                             13	         132	            132	                        129	                                   129	                          675	                             675	                                         666	                                                    666	                          793	                             793	                                         782	                                                    782	
Scripts/Content/Story/Dialoge/Part16/DIA_BDT_6381_Bandit.d.json                            	                5	                   5	                   3	                              3	          21	             21	                         17	                                    17	                           94	                              94	                                          76	                                                     76	                          110	                             110	                                          90	                                                     90	
Scripts/Content/Story/Dialoge/Part16/DIA_DJG_10001_Lucas.d.json                            	               72	                  72	                  60	                             60	         489	            489	                        461	                                   461	                         2612	                            2612	                                        2470	                                                   2470	                         3029	                            3029	                                        2871	                                                   2871	
Scripts/Content/Story/Dialoge/Part16/DIA_DJG_10002_Yezegan.d.json                          	              245	                 245	                 207	                            207	        2009	           2009	                       1892	                                  1892	                        11165	                           11165	                                       10535	                                                  10535	                        12937	                           12937	                                       12228	                                                  12228	
Scripts/Content/Story/Dialoge/Part16/DIA_DJG_10003_Crednar.d.json                          	              184	                 184	                 160	                            160	        1462	           1462	                       1403	                                  1403	                         7723	                            7723	                                        7408	                                                   7408	                         9008	                            9008	                                        8657	                                                   8657	
Scripts/Content/Story/Dialoge/Part16/DIA_DJG_10004_Einar.d.json                            	              244	                 244	                 214	                            214	        1830	           1830	                       1737	                                  1737	                         9352	                            9352	                                        8843	                                                   8843	                        10942	                           10942	                                       10370	                                                  10370	
Scripts/Content/Story/Dialoge/Part16/DIA_DJG_10011_Gron.d.json                             	              127	                 127	                 102	                            102	         728	            728	                        667	                                   667	                         3822	                            3822	                                        3473	                                                   3473	                         4423	                            4423	                                        4038	                                                   4038	
Scripts/Content/Story/Dialoge/Part16/DIA_DJG_10012_Arethe.d.json                           	              107	                 107	                  95	                             95	         825	            825	                        797	                                   797	                         4271	                            4271	                                        4127	                                                   4127	                         4991	                            4991	                                        4831	                                                   4831	
Scripts/Content/Story/Dialoge/Part16/DIA_DJG_10013_Innkeeper.d.json                        	               92	                  92	                  83	                             83	         641	            641	                        626	                                   626	                         3126	                            3126	                                        3032	                                                   3032	                         3676	                            3676	                                        3575	                                                   3575	
Scripts/Content/Story/Dialoge/Part16/DIA_DJG_10014_Vahral.d.json                           	              157	                 157	                 129	                            129	         969	            969	                        921	                                   921	                         4984	                            4984	                                        4718	                                                   4718	                         5798	                            5798	                                        5512	                                                   5512	
Scripts/Content/Story/Dialoge/Part16/DIA_DJG_10015_Baes.d.json                             	              237	                 237	                 219	                            219	        1875	           1875	                       1808	                                  1808	                         9656	                            9656	                                        9308	                                                   9308	                        11300	                           11300	                                       10903	                                                  10903	
